AccidentNumber,AccidentDate,Injury,Fatality,PropertyDamage,HitAndRun,CollisionType,Weather,Illumination,Precinct
20220077332,2/18/2022,FALSE,FALSE,TRUE,TRUE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLEAR,Dark-Unknown Lighting,EAST
20220077350,2/19/2022,TRUE,FALSE,FALSE,FALSE,SIDESWIPE - SAME DIRECTION,CLEAR,DAYLIGHT,HERMIT
20220077375,2/19/2022,FALSE,FALSE,FALSE,TRUE,ANGLE,CLEAR,DAYLIGHT,NORTH
20220077379,2/19/2022,FALSE,FALSE,FALSE,TRUE,ANGLE,CLEAR,DAYLIGHT,HERMIT
20220077417,2/19/2022,FALSE,FALSE,FALSE,FALSE,Front to Rear,CLEAR,DAYLIGHT,HERMIT
20220077456,2/19/2022,FALSE,FALSE,TRUE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLEAR,DAYLIGHT,HERMIT
20220077460,2/19/2022,FALSE,FALSE,FALSE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLEAR,DAYLIGHT,WEST
20220077469,2/19/2022,FALSE,FALSE,FALSE,TRUE,Front to Rear,CLEAR,DAYLIGHT,EAST
20220077481,2/19/2022,TRUE,FALSE,FALSE,FALSE,ANGLE,CLEAR,DAYLIGHT,SOUTH
20220077509,2/19/2022,FALSE,FALSE,FALSE,TRUE,Front to Rear,CLEAR,DAYLIGHT,MADISO
20220077511,2/19/2022,FALSE,FALSE,FALSE,TRUE,SIDESWIPE - SAME DIRECTION,CLEAR,DAYLIGHT,MADISO
20220077549,2/19/2022,TRUE,FALSE,FALSE,FALSE,Front to Rear,CLEAR,DAYLIGHT,WEST
20220077551,2/19/2022,TRUE,FALSE,FALSE,FALSE,ANGLE,CLEAR,DAYLIGHT,SOUTH
20220077554,2/19/2022,FALSE,FALSE,FALSE,FALSE,Front to Rear,CLEAR,DAYLIGHT,HERMIT
20220077556,2/19/2022,TRUE,FALSE,FALSE,FALSE,ANGLE,CLEAR,DAYLIGHT,MIDTOW
20220077567,2/19/2022,FALSE,FALSE,FALSE,FALSE,Front to Rear,CLEAR,DAYLIGHT,SOUTH
20220077576,2/19/2022,TRUE,FALSE,TRUE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLEAR,DAYLIGHT,MADISO
20220077597,2/19/2022,TRUE,FALSE,FALSE,FALSE,Front to Rear,CLEAR,DAYLIGHT,HERMIT
20220077606,2/19/2022,TRUE,FALSE,FALSE,FALSE,ANGLE,CLEAR,DAYLIGHT,NORTH
20220077607,2/19/2022,FALSE,FALSE,FALSE,FALSE,Front to Rear,CLEAR,DAYLIGHT,HERMIT
20220077610,2/19/2022,FALSE,FALSE,FALSE,TRUE,Front to Rear,CLEAR,DAYLIGHT,SOUTH
20220077618,2/19/2022,FALSE,FALSE,FALSE,FALSE,Front to Rear,CLEAR,DAYLIGHT,SOUTH
20220077629,2/19/2022,FALSE,FALSE,FALSE,FALSE,Front to Rear,CLEAR,DAYLIGHT,NORTH
20220077637,2/19/2022,TRUE,FALSE,FALSE,FALSE,Front to Rear,CLEAR,DAYLIGHT,MADISO
20220077662,2/18/2022,FALSE,FALSE,FALSE,TRUE,SIDESWIPE - SAME DIRECTION,CLEAR,DAYLIGHT,SOUTH
20220077670,2/19/2022,FALSE,FALSE,TRUE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLEAR,DAYLIGHT,WEST
20220077679,2/19/2022,FALSE,FALSE,FALSE,FALSE,SIDESWIPE - SAME DIRECTION,CLEAR,DAYLIGHT,SOUTH
20220077764,2/19/2022,TRUE,FALSE,FALSE,FALSE,ANGLE,CLEAR,DAYLIGHT,MADISO
20220077775,2/19/2022,FALSE,FALSE,FALSE,TRUE,ANGLE,CLEAR,DAYLIGHT,HERMIT
20220077821,2/19/2022,TRUE,FALSE,FALSE,FALSE,Front to Rear,CLEAR,DAYLIGHT,NORTH
20220077856,2/19/2022,FALSE,FALSE,FALSE,FALSE,Front to Rear,CLEAR,DAYLIGHT,HERMIT
20220077862,2/18/2022,FALSE,FALSE,FALSE,TRUE,Front to Rear,CLEAR,DARK - LIGHTED,SOUTH
20220077865,2/19/2022,FALSE,FALSE,FALSE,TRUE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLEAR,DAYLIGHT,SOUTH
20220077885,2/19/2022,FALSE,FALSE,FALSE,FALSE,ANGLE,CLEAR,DAYLIGHT,WEST
20220077899,2/19/2022,TRUE,FALSE,FALSE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLEAR,DARK - LIGHTED,CENTRA
20220077904,2/19/2022,FALSE,FALSE,FALSE,FALSE,ANGLE,CLEAR,DARK - LIGHTED,CENTRA
20220077907,2/19/2022,TRUE,FALSE,FALSE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLEAR,DARK - LIGHTED,SOUTH
20220077919,2/19/2022,FALSE,FALSE,FALSE,FALSE,ANGLE,CLEAR,DARK - LIGHTED,HERMIT
20220077932,2/19/2022,TRUE,FALSE,FALSE,FALSE,ANGLE,CLEAR,DARK - NOT LIGHTED,HERMIT
20220077957,2/19/2022,FALSE,FALSE,FALSE,TRUE,SIDESWIPE - SAME DIRECTION,CLEAR,DARK - LIGHTED,SOUTH
20220077973,2/19/2022,FALSE,FALSE,FALSE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLEAR,DARK - LIGHTED,CENTRA
20220078094,2/19/2022,TRUE,FALSE,FALSE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLEAR,DARK - LIGHTED,MADISO
20220078097,2/19/2022,FALSE,FALSE,FALSE,TRUE,ANGLE,CLEAR,DARK - LIGHTED,MIDTOW
20220078132,2/19/2022,TRUE,FALSE,FALSE,TRUE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLEAR,DARK - LIGHTED,SOUTH
20220078242,2/20/2022,FALSE,FALSE,FALSE,FALSE,ANGLE,CLOUDY,DARK - LIGHTED,HERMIT
20220078274,2/19/2022,FALSE,FALSE,FALSE,TRUE,SIDESWIPE - SAME DIRECTION,CLEAR,DARK - LIGHTED,MADISO
20220078297,2/19/2022,FALSE,FALSE,FALSE,TRUE,ANGLE,CLEAR,DARK - LIGHTED,MIDTOW
20220078318,2/19/2022,FALSE,FALSE,FALSE,FALSE,SIDESWIPE - SAME DIRECTION,CLEAR,DARK - LIGHTED,CENTRA
20220078326,2/19/2022,TRUE,FALSE,FALSE,TRUE,Front to Rear,CLEAR,DARK - LIGHTED,NORTH
20220078472,2/20/2022,TRUE,FALSE,FALSE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLEAR,DARK - LIGHTED,SOUTH
20220078482,2/20/2022,TRUE,FALSE,FALSE,TRUE,Front to Rear,CLEAR,DARK - LIGHTED,SOUTH
20220078484,2/20/2022,FALSE,FALSE,FALSE,FALSE,SIDESWIPE - SAME DIRECTION,CLEAR,DARK - LIGHTED,CENTRA
20220078489,2/20/2022,TRUE,FALSE,FALSE,FALSE,ANGLE,CLEAR,DARK - LIGHTED,HERMIT
20220078513,2/20/2022,TRUE,FALSE,FALSE,FALSE,ANGLE,CLEAR,DARK - LIGHTED,MIDTOW
20220078579,2/20/2022,TRUE,FALSE,FALSE,TRUE,SIDESWIPE - OPPOSITE DIRECTION,CLEAR,DARK - NOT LIGHTED,HERMIT
20220078643,2/20/2022,FALSE,FALSE,FALSE,TRUE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLEAR,DARK - NOT LIGHTED,SOUTH
20220078759,2/20/2022,FALSE,FALSE,FALSE,FALSE,ANGLE,CLEAR,DAYLIGHT,SOUTH
20220078874,2/20/2022,TRUE,FALSE,FALSE,FALSE,ANGLE,CLEAR,DAYLIGHT,WEST
20220078950,2/20/2022,FALSE,FALSE,FALSE,FALSE,ANGLE,CLEAR,DAYLIGHT,WEST
20220078967,2/20/2022,FALSE,FALSE,FALSE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLEAR,DAYLIGHT,NORTH
20220079014,2/20/2022,FALSE,FALSE,FALSE,FALSE,Front to Rear,CLEAR,DAYLIGHT,SOUTH
20220079029,2/20/2022,FALSE,FALSE,FALSE,FALSE,ANGLE,CLEAR,DAYLIGHT,EAST
20220079044,2/20/2022,FALSE,FALSE,FALSE,TRUE,ANGLE,CLEAR,DAYLIGHT,SOUTH
20220079119,2/20/2022,TRUE,FALSE,FALSE,FALSE,Front to Rear,CLEAR,DAYLIGHT,SOUTH
20220079125,2/20/2022,FALSE,FALSE,FALSE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLEAR,DAYLIGHT,WEST
20220079190,2/20/2022,FALSE,FALSE,FALSE,FALSE,SIDESWIPE - SAME DIRECTION,CLEAR,DAYLIGHT,MADISO
20220079197,2/20/2022,TRUE,FALSE,FALSE,FALSE,Front to Rear,CLEAR,DAYLIGHT,SOUTH
20220079209,2/20/2022,FALSE,FALSE,FALSE,FALSE,Front to Rear,CLEAR,DAYLIGHT,EAST
20220079210,2/20/2022,TRUE,FALSE,FALSE,FALSE,Front to Rear,CLEAR,DAYLIGHT,MIDTOW
20220079220,2/20/2022,FALSE,FALSE,FALSE,TRUE,SIDESWIPE - SAME DIRECTION,CLEAR,DUSK,MADISO
20220079258,2/20/2022,TRUE,FALSE,FALSE,FALSE,ANGLE,CLEAR,DARK - LIGHTED,SOUTH
20220079285,2/20/2022,TRUE,FALSE,FALSE,FALSE,HEAD-ON,CLEAR,DAYLIGHT,NORTH
20220079300,2/20/2022,TRUE,FALSE,FALSE,FALSE,ANGLE,CLEAR,DAYLIGHT,WEST
20220079302,2/20/2022,FALSE,FALSE,FALSE,FALSE,Front to Rear,CLEAR,DARK - LIGHTED,CENTRA
20220079309,2/20/2022,FALSE,FALSE,FALSE,TRUE,SIDESWIPE - SAME DIRECTION,CLEAR,DARK - LIGHTED,SOUTH
20220079313,2/20/2022,FALSE,FALSE,FALSE,FALSE,SIDESWIPE - OPPOSITE DIRECTION,CLEAR,DAYLIGHT,HERMIT
20220079314,2/20/2022,TRUE,FALSE,FALSE,TRUE,Front to Rear,CLEAR,DARK - LIGHTED,MADISO
20220079350,2/20/2022,FALSE,FALSE,FALSE,TRUE,SIDESWIPE - OPPOSITE DIRECTION,CLEAR,DAYLIGHT,NORTH
20220079391,2/20/2022,FALSE,FALSE,FALSE,FALSE,ANGLE,CLEAR,DARK - LIGHTED,HERMIT
20220079404,2/20/2022,TRUE,FALSE,TRUE,FALSE,ANGLE,CLEAR,DARK - LIGHTED,MADISO
20220079408,2/20/2022,FALSE,FALSE,FALSE,TRUE,ANGLE,CLEAR,DARK - LIGHTED,SOUTH
20220079409,2/20/2022,TRUE,FALSE,FALSE,FALSE,ANGLE,CLEAR,DARK - LIGHTED,HERMIT
20220079414,2/20/2022,FALSE,FALSE,FALSE,TRUE,SIDESWIPE - SAME DIRECTION,CLEAR,DARK - LIGHTED,CENTRA
20220079433,2/20/2022,TRUE,FALSE,FALSE,FALSE,Front to Rear,CLEAR,DARK - LIGHTED,WEST
20220079489,2/20/2022,TRUE,FALSE,FALSE,FALSE,ANGLE,CLEAR,DARK - LIGHTED,CENTRA
20220079565,2/20/2022,FALSE,FALSE,FALSE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLEAR,DARK - LIGHTED,HERMIT
20220079757,2/21/2022,FALSE,FALSE,FALSE,TRUE,Front to Rear,CLEAR,DARK - NOT LIGHTED,HERMIT
20220079773,2/21/2022,FALSE,FALSE,FALSE,FALSE,OTHER,CLEAR,DARK - LIGHTED,NORTH
20220079835,2/21/2022,TRUE,FALSE,FALSE,TRUE,HEAD-ON,CLEAR,DARK - NOT LIGHTED,MIDTOW
20220079902,2/21/2022,FALSE,FALSE,FALSE,TRUE,HEAD-ON,CLEAR,DARK - LIGHTED,SOUTH
20220079965,2/21/2022,TRUE,FALSE,FALSE,FALSE,HEAD-ON,CLOUDY,DAYLIGHT,SOUTH
20220080012,2/21/2022,TRUE,FALSE,FALSE,FALSE,Front to Rear,CLOUDY,DAYLIGHT,CENTRA
20220080013,2/21/2022,FALSE,FALSE,FALSE,TRUE,SIDESWIPE - SAME DIRECTION,CLEAR,DAYLIGHT,SOUTH
20220080047,2/21/2022,FALSE,FALSE,FALSE,FALSE,ANGLE,CLOUDY,DAYLIGHT,MADISO
20220080060,2/21/2022,FALSE,FALSE,FALSE,FALSE,Front to Rear,CLOUDY,DAYLIGHT,SOUTH
20220080073,2/21/2022,TRUE,FALSE,FALSE,FALSE,ANGLE,CLOUDY,DAYLIGHT,MIDTOW
20220080075,2/21/2022,FALSE,FALSE,FALSE,FALSE,Front to Rear,CLEAR,DAYLIGHT,MIDTOW
20220080119,2/21/2022,TRUE,FALSE,FALSE,FALSE,Front to Rear,CLEAR,DAYLIGHT,MADISO
20220080272,2/21/2022,FALSE,FALSE,TRUE,FALSE,Front to Rear,CLEAR,DAYLIGHT,CENTRA
20220080331,2/21/2022,TRUE,FALSE,FALSE,FALSE,Front to Rear,CLEAR,DAYLIGHT,SOUTH
20220080406,2/21/2022,FALSE,FALSE,FALSE,FALSE,Front to Rear,CLEAR,DAYLIGHT,CENTRA
20220080427,2/21/2022,FALSE,FALSE,FALSE,TRUE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLEAR,DAYLIGHT,SOUTH
20220080442,2/21/2022,TRUE,FALSE,TRUE,FALSE,Front to Rear,CLOUDY,DAYLIGHT,MIDTOW
20220080473,2/21/2022,FALSE,FALSE,FALSE,FALSE,OTHER,CLOUDY,DAYLIGHT,WEST
20220080486,2/21/2022,TRUE,FALSE,FALSE,FALSE,ANGLE,CLOUDY,DAYLIGHT,NORTH
20220080538,2/21/2022,FALSE,FALSE,FALSE,TRUE,Front to Rear,CLOUDY,DAYLIGHT,HERMIT
20220080544,2/21/2022,FALSE,FALSE,FALSE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,RAIN,DAYLIGHT,HERMIT
20220080550,2/21/2022,TRUE,FALSE,FALSE,FALSE,ANGLE,RAIN,DAYLIGHT,WEST
20220080604,2/21/2022,TRUE,FALSE,FALSE,FALSE,Front to Rear,RAIN,DAYLIGHT,CENTRA
20220080626,2/21/2022,FALSE,FALSE,FALSE,FALSE,Front to Rear,CLOUDY,OTHER,EAST
20220080709,2/21/2022,FALSE,FALSE,FALSE,FALSE,ANGLE,CLOUDY,DAYLIGHT,SOUTH
20220080716,2/21/2022,FALSE,FALSE,FALSE,FALSE,ANGLE,CLOUDY,DAYLIGHT,MIDTOW
20220080787,2/21/2022,TRUE,FALSE,FALSE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLEAR,DARK - LIGHTED,SOUTH
20220080819,2/21/2022,TRUE,FALSE,FALSE,FALSE,Front to Rear,CLEAR,DARK - LIGHTED,MIDTOW
20220080829,2/21/2022,FALSE,FALSE,FALSE,FALSE,ANGLE,CLEAR,DARK - LIGHTED,MIDTOW
20220080858,2/21/2022,FALSE,FALSE,FALSE,FALSE,SIDESWIPE - SAME DIRECTION,CLEAR,DARK - LIGHTED,CENTRA
20220080864,2/21/2022,FALSE,FALSE,FALSE,FALSE,SIDESWIPE - SAME DIRECTION,CLOUDY,DARK - LIGHTED,WEST
20220080866,2/21/2022,FALSE,FALSE,FALSE,FALSE,SIDESWIPE - SAME DIRECTION,CLOUDY,DARK - LIGHTED,EAST
20220080885,2/21/2022,TRUE,FALSE,FALSE,FALSE,Front to Rear,CLEAR,DARK - LIGHTED,MIDTOW
20220080963,2/21/2022,FALSE,FALSE,FALSE,FALSE,Front to Rear,RAIN,DARK - LIGHTED,CENTRA
20220081043,2/21/2022,FALSE,FALSE,FALSE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLEAR,DARK - NOT LIGHTED,HERMIT
20220081075,2/21/2022,TRUE,FALSE,FALSE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,RAIN,DARK - LIGHTED,HERMIT
20220081104,2/21/2022,FALSE,FALSE,TRUE,TRUE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,RAIN,DARK - LIGHTED,MADISO
20220081158,2/21/2022,FALSE,FALSE,FALSE,TRUE,Front to Rear,CLEAR,DARK - LIGHTED,MIDTOW
20220081159,2/21/2022,FALSE,FALSE,FALSE,TRUE,SIDESWIPE - SAME DIRECTION,CLEAR,DARK - NOT LIGHTED,HERMIT
20220081289,2/22/2022,TRUE,FALSE,TRUE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,RAIN,DARK - NOT LIGHTED,WEST
20220081344,2/22/2022,TRUE,FALSE,FALSE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLEAR,DARK - NOT LIGHTED,WEST
20220081398,2/22/2022,FALSE,FALSE,FALSE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,RAIN,DARK - LIGHTED,EAST
20220081461,2/22/2022,TRUE,FALSE,FALSE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLOUDY,DARK - NOT LIGHTED,NORTH
20220081536,2/22/2022,TRUE,FALSE,FALSE,FALSE,SIDESWIPE - SAME DIRECTION,CLOUDY,DAYLIGHT,NORTH
20220081541,2/22/2022,TRUE,FALSE,FALSE,FALSE,Front to Rear,RAIN,DAYLIGHT,EAST
20220081567,2/22/2022,FALSE,FALSE,FALSE,FALSE,ANGLE,RAIN,DAYLIGHT,WEST
20220081574,2/22/2022,FALSE,FALSE,FALSE,TRUE,Front to Rear,CLOUDY,DAYLIGHT,SOUTH
20220081578,2/22/2022,FALSE,FALSE,TRUE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,RAIN,DARK - NOT LIGHTED,WEST
20220081618,2/22/2022,TRUE,FALSE,FALSE,FALSE,SIDESWIPE - SAME DIRECTION,CLOUDY,DAYLIGHT,EAST
20220081656,2/22/2022,FALSE,FALSE,FALSE,FALSE,ANGLE,CLOUDY,DAYLIGHT,EAST
20220081673,2/22/2022,FALSE,FALSE,FALSE,TRUE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,RAIN,DARK - LIGHTED,SOUTH
20220081683,2/22/2022,FALSE,FALSE,FALSE,FALSE,Front to Rear,CLOUDY,DAYLIGHT,NORTH
20220081685,2/22/2022,FALSE,FALSE,FALSE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,RAIN,DAYLIGHT,EAST
20220081714,2/22/2022,TRUE,FALSE,FALSE,FALSE,ANGLE,CLOUDY,DAYLIGHT,SOUTH
20220081746,2/22/2022,FALSE,FALSE,FALSE,FALSE,ANGLE,CLOUDY,DAYLIGHT,NORTH
20220081764,2/22/2022,FALSE,FALSE,FALSE,FALSE,Front to Rear,RAIN,DAYLIGHT,SOUTH
20220081813,2/22/2022,FALSE,FALSE,FALSE,FALSE,ANGLE,CLOUDY,DAYLIGHT,HERMIT
20220081832,2/20/2022,FALSE,FALSE,TRUE,TRUE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLEAR,DARK - LIGHTED,HERMIT
20220081913,2/22/2022,TRUE,FALSE,FALSE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,RAIN,DAYLIGHT,WEST
20220081922,2/22/2022,TRUE,FALSE,FALSE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,RAIN,DAYLIGHT,HERMIT
20220081937,2/22/2022,FALSE,FALSE,FALSE,FALSE,ANGLE,RAIN,DAYLIGHT,MADISO
20220081943,2/22/2022,FALSE,FALSE,FALSE,FALSE,Front to Rear,CLOUDY,DAYLIGHT,HERMIT
20220081945,2/22/2022,TRUE,FALSE,FALSE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLOUDY,DAYLIGHT,MADISO
20220081952,2/22/2022,FALSE,FALSE,FALSE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLOUDY,DAYLIGHT,MADISO
20220081956,2/22/2022,TRUE,FALSE,FALSE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,RAIN,DAYLIGHT,MIDTOW
20220081981,2/22/2022,TRUE,FALSE,FALSE,TRUE,ANGLE,CLOUDY,DAYLIGHT,MIDTOW
20220081995,2/22/2022,FALSE,FALSE,FALSE,FALSE,Front to Rear,RAIN,DAYLIGHT,SOUTH
20220082092,2/22/2022,FALSE,FALSE,FALSE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,RAIN,DAYLIGHT,HERMIT
20220082118,2/22/2022,FALSE,FALSE,TRUE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,RAIN,DAYLIGHT,CENTRA
20220082240,2/22/2022,FALSE,FALSE,FALSE,FALSE,SIDESWIPE - OPPOSITE DIRECTION,CLOUDY,DAYLIGHT,EAST
20220082279,2/22/2022,TRUE,FALSE,TRUE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,RAIN,DAYLIGHT,WEST
20220082337,2/22/2022,FALSE,FALSE,TRUE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,RAIN,DAYLIGHT,SOUTH
20220082379,2/22/2022,FALSE,FALSE,FALSE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,RAIN,DAYLIGHT,SOUTH
20220082380,2/22/2022,FALSE,FALSE,TRUE,TRUE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLEAR,DAYLIGHT,NORTH
20220082384,2/22/2022,FALSE,FALSE,FALSE,FALSE,SIDESWIPE - SAME DIRECTION,RAIN,DAYLIGHT,HERMIT
20220082408,2/22/2022,FALSE,FALSE,FALSE,FALSE,ANGLE,CLOUDY,DAYLIGHT,WEST
20220082414,2/22/2022,FALSE,FALSE,FALSE,FALSE,Front to Rear,RAIN,DAYLIGHT,MIDTOW
20220082419,2/22/2022,FALSE,FALSE,FALSE,FALSE,Front to Rear,RAIN,DARK - LIGHTED,MIDTOW
20220082488,2/22/2022,FALSE,FALSE,FALSE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,RAIN,DARK - LIGHTED,HERMIT
20220082514,2/22/2022,FALSE,FALSE,TRUE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,RAIN,DARK - LIGHTED,CENTRA
20220082521,2/22/2022,TRUE,FALSE,FALSE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,RAIN,DARK - LIGHTED,MIDTOW
20220082522,2/22/2022,FALSE,FALSE,FALSE,FALSE,Front to Rear,RAIN,DARK - NOT LIGHTED,NORTH
20220082534,2/22/2022,FALSE,FALSE,FALSE,TRUE,SIDESWIPE - SAME DIRECTION,RAIN,DARK - NOT LIGHTED,SOUTH
20220082568,2/22/2022,FALSE,FALSE,FALSE,FALSE,REAR-TO-REAR,RAIN,DARK - LIGHTED,SOUTH
20220082571,2/22/2022,FALSE,FALSE,FALSE,TRUE,Rear to Side,RAIN,DARK - NOT LIGHTED,MADISO
20220082575,2/22/2022,FALSE,FALSE,FALSE,TRUE,Front to Rear,RAIN,DARK - LIGHTED,SOUTH
20220082580,2/22/2022,TRUE,FALSE,FALSE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,RAIN,DARK - LIGHTED,HERMIT
20220082599,2/22/2022,TRUE,FALSE,TRUE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLOUDY,DARK - LIGHTED,WEST
20220082602,2/22/2022,FALSE,FALSE,FALSE,TRUE,ANGLE,RAIN,DUSK,SOUTH
20220082626,2/22/2022,TRUE,FALSE,FALSE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,RAIN,DARK - LIGHTED,MIDTOW
20220082636,2/22/2022,TRUE,FALSE,FALSE,FALSE,ANGLE,RAIN,DARK - LIGHTED,CENTRA
20220082638,2/22/2022,FALSE,FALSE,TRUE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,RAIN,DARK - NOT LIGHTED,NORTH
20220082650,2/22/2022,TRUE,FALSE,FALSE,TRUE,Front to Rear,RAIN,DARK - LIGHTED,MADISO
20220082694,2/22/2022,TRUE,FALSE,FALSE,FALSE,HEAD-ON,RAIN,DARK - NOT LIGHTED,MADISO
20220082704,2/22/2022,FALSE,FALSE,FALSE,FALSE,ANGLE,RAIN,DARK - LIGHTED,CENTRA
20220082759,2/22/2022,TRUE,FALSE,FALSE,FALSE,ANGLE,RAIN,DARK - LIGHTED,HERMIT
20220082824,2/22/2022,FALSE,FALSE,FALSE,TRUE,SIDESWIPE - SAME DIRECTION,RAIN,DARK - LIGHTED,EAST
20220082828,2/22/2022,FALSE,FALSE,FALSE,FALSE,ANGLE,RAIN,DARK - LIGHTED,SOUTH
20220083221,2/23/2022,FALSE,FALSE,FALSE,FALSE,ANGLE,CLEAR,DAYLIGHT,HERMIT
20220083245,2/23/2022,TRUE,FALSE,FALSE,FALSE,Front to Rear,CLEAR,DAYLIGHT,SOUTH
20220083246,2/23/2022,FALSE,FALSE,FALSE,TRUE,Front to Rear,CLOUDY,DAYLIGHT,HERMIT
20220083267,2/23/2022,FALSE,FALSE,FALSE,FALSE,Front to Rear,CLOUDY,DAYLIGHT,SOUTH
20220083290,2/23/2022,FALSE,FALSE,FALSE,TRUE,ANGLE,CLOUDY,Dark-Unknown Lighting,NORTH
20220083301,2/23/2022,FALSE,FALSE,FALSE,FALSE,SIDESWIPE - SAME DIRECTION,CLEAR,DAYLIGHT,EAST
20220083347,2/23/2022,FALSE,FALSE,FALSE,FALSE,Front to Rear,CLOUDY,DAYLIGHT,NORTH
20220083368,2/23/2022,FALSE,FALSE,FALSE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLOUDY,DAYLIGHT,EAST
20220083387,2/23/2022,FALSE,FALSE,FALSE,FALSE,Front to Rear,CLOUDY,DAYLIGHT,EAST
20220083458,2/23/2022,FALSE,FALSE,FALSE,TRUE,SIDESWIPE - SAME DIRECTION,CLOUDY,DAYLIGHT,WEST
20220083545,2/23/2022,TRUE,FALSE,FALSE,FALSE,SIDESWIPE - SAME DIRECTION,CLOUDY,DAYLIGHT,HERMIT
20220083572,2/23/2022,TRUE,FALSE,FALSE,FALSE,Front to Rear,CLOUDY,DAYLIGHT,WEST
20220083583,2/23/2022,FALSE,FALSE,FALSE,FALSE,SIDESWIPE - SAME DIRECTION,CLEAR,DAYLIGHT,SOUTH
20220083598,2/23/2022,FALSE,FALSE,FALSE,FALSE,Front to Rear,CLOUDY,DAYLIGHT,SOUTH
20220083607,2/23/2022,FALSE,FALSE,FALSE,TRUE,Front to Rear,CLEAR,Dark-Unknown Lighting,EAST
20220083659,2/23/2022,FALSE,FALSE,FALSE,FALSE,SIDESWIPE - SAME DIRECTION,CLOUDY,DAYLIGHT,EAST
20220083712,2/23/2022,FALSE,FALSE,FALSE,TRUE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLEAR,DAYLIGHT,WEST
20220083807,2/23/2022,FALSE,FALSE,FALSE,FALSE,Front to Rear,CLOUDY,DAYLIGHT,MADISO
20220083829,2/23/2022,FALSE,FALSE,FALSE,TRUE,SIDESWIPE - SAME DIRECTION,CLOUDY,DAYLIGHT,SOUTH
20220083875,2/23/2022,FALSE,FALSE,FALSE,FALSE,Front to Rear,CLOUDY,DAYLIGHT,MIDTOW
20220083899,2/23/2022,FALSE,FALSE,FALSE,FALSE,SIDESWIPE - SAME DIRECTION,CLOUDY,DAYLIGHT,SOUTH
